,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
86,Business Analyst,Vancouver Coastal Health,"['coastal health', 'vancouver coastal health', 'project team members.', 'project management courses', 'complex health care', 'conducts benchmarking activities', 'executive reports. plans', 'stress injury clinic', 'exceptional problem-solving abilities', 'external candidate. seniority', 'optimizes departmental effectiveness', 'time management skills', 'activities. practices diligence', 'current vch employees', 'internal application process', 'project support', 'short-listed applicants', 'successful applicants', 'analyzes information', 'complex analysis', 'information analysis', 'complex queries', 'statistical data', 'technical documents', 'performance management.', 'presentation software', 'business planning', 'experience. expertise', 'indicator development', 'monitoring.   qualifications', 'groups. works', 'performance measurement', 'special initiatives', 'responsible experience', 'research abilities', 'desktop computer applications', 'criminal records', 'communication skills', 'decision-making. applies', 'equivalent combination', 'confidential information.', 'posting.  employees', 'staffpostings.vch.ca  site', 'external site', 'organizational success', '100905-tbo.  please note', 'collaborates', 'coordinates', 'coordinators', 'reviews', 'manager', 'bc', 'tools', 'charts', 'projects.', 'distribution', 'supports', 'meetings', 'analyst', 'managers', 'degree', 'field', 'environment', 'education', 'training', 'variety', 'databases', 'uses', 'issues', 'obstacles.', 'advice']","['Management', 'Project management', 'Planning', 'Mathematics', 'Decision theory', 'Health care', 'Project', 'Complex analysis', 'Project team', 'Mathematical analysis', 'Real analysis']",[],"['team', 'verbal']",[]
87,Business Analyst,First Coin Capital,"['initial coin offerings', 'business analyst', 'driven business analyst', 'rapidly developing ecosystem', 'new business analyst', 'rapidly growing organization', 'market research analyst', 'token economy development', 'ico projects', 'financial modelling whiz', 'market data publications', 'extremely exciting opportunity', 'highly dynamic space', 'strategic market initiatives', 'cryptocurrency ecosystem', 'coin capital', 'incredibly fast learner', 'business research tools', 'multi-task excellent knowledge', 'high paced environment', 'ms office search', 'email cover letter', 'contacted. job type', 'game theory ability', 'mining superior communication', 'ico market', 'ico developments', 'token function', 'environment. first coin', 'market analysis', 'cryptocurrency space.', 'multiple projects', 'tsx venture', 'marketing data', 'investment bank', 'fast-paced environment.', 'marketing services', 'service firm', 'huge potential', 'financial models', 'regulatory framework', 'game theorist', 'network adoption', 'value creation.', 'research papers', 'diligence develop', 'responsibility rapidly.', 'data warehousing', '5-7 years experience', 'large amounts', 'equivalent systems', 'statistical packages', 'presentation skills', 'web analytics', 'short-listed candidates', 'jon austrom', 'company', 'icos', 'coo', 'issuer', 'spss', 'fcc', 'banking', 'domains.', 'companies', 'software', 'clients.', 'tokens', 'sphere', 'clients', 'issuances', 'design', 'platform', 'researcher.', 'opportunities', 'reports', 'econometrics', 'table', 'economics', 'databases', 'engines', 'blockchain', 'plus', 'resume']","['Economics', 'Marketing research', 'Toronto Stock Exchange', 'TMX Group', 'Marketing', 'Academic degree', 'TSX Venture Exchange', 'Finance', 'Coin', ""Master's degree"", 'Token coin', 'The Opportunity', 'Business analyst', 'Financial modeling']",[],['passion'],['sas']
88,Business Analyst Burnaby Head Office,Best Buy Canada,"['best buy', 'business share point', 'business management team', 'timely analytic support', 'business leasing portal.', 'core data structures', 'accurate analytic support', 'quarterly bonus reports', 'bonus points… familiarity', 'weekly executive scorecards', 'data driven company', 'business analyst', 'business team.', 'microsoft office suite', 'user tools', 'access. intermediate knowledge', 'business portal.', 'business requirements.', 'business administration/commerce', 'fact-based inputs.', 'data-mining expertise', 'data extracts', 'customer service', 'unique product', 'service solutions', 'data analysis', 'budgeting. experience', 'operational reports', 'accurate performance', 'systems expertise', 'public sectors', 'diverse clients', 'crm site', 'operational efficiency', 'financial reporting', 'tech company', 'retail operations', 'supply chain', 'project management', 'bachelor’s degree', 'vital communication', 'programming languages', 'e.g. c++', 'unique opportunity', 'role', 'views', 'vba/vb', 'willingness', 'openness', 'visio', 'pl/sql', 'angles', 'viewpoints', 'reviews', 'fuel', 'success', 'group', 'country', 'areas', 'consideration', 'area.', 'efficiencies.', 'care', 'building', 'modify', 'passions', 'tables', 'logic', 'change', 'fun', 'science', 'engineering', 'finance', 'analysis.', 'products', 'scripting.', 'java', 'customers', 'lives', 'technology', '13 days', 'job', 'help', 'creativity', 'functionality']","['Critical thinking', 'Best Buy', 'Management', 'Microsoft Office']",['programming'],"['team', 'team', 'team', 'passion']","['sql', 'java']"
89,Business Analyst,SoftLanding,"['softlanding helps organizations', 'client business requirements', 'experienced business analyst', '•document business requirements', 'business users.  platform', 'multiple business lines', 'microsoft enterprise technology', 'multiple technology platforms.', '•facilitate requirements gathering', 'professional services practice.', 'enterprise mobility suite', 'business needs', 'enterprise architecture sharepoint', 'relevant technical processes', 'stronger ecm skills', 'verbal communications skills.', 'party service providers', 'content management depth', 'ongoing gap analysis', 'technology solutions', 'business processes', 'business rules', 'business areas', 'business challenges', 'technology stakeholders', 'project-related requirements', 'functional requirements', 'hoc requirements', 'multiple teams', 'technical skills', 'data center', 'others. our focus', 'custom development.', 'track record', 'complex environments', 'functional specifications', 'hybrid configurations', 'solution goals', 'project objectives', 'good blend', 'new policies', 'process improvements', 'key relationships', 'cross-team collaboration', 'power bi', 'reporting software', 'rd parties', 'resume information', 'pdf format', 'job boards', 'on-premises', 'systems', 'tableau', 'workflows', '.doc', 'smes', 'thanks', 'specializes', 'office', 'gaps', 'powerbi', 'solutions.', 'people', 'support.', 'individuals', 'sessions', 'request', 'technologies', 'adoption', 'procedures', 'resolution', '•engage', 'softlanding.', 'you.', 'agencies', 'partners', 'candidate', 'responsibilities', 'candidates', 'confidence', 'cloud']","['Requirements analysis', 'Enterprise content management', 'Management', 'Productivity', 'Enterprise architecture', 'Requirement', 'Business analyst', 'Better']",['cloud'],"['team', 'verbal', 'speaking']",['tableau']
90,Business Analyst,App-Scoop,"['business requirements. ability', 'business solutions. ability', 'team environment. ability', 'methodology proven ability', 'document business requirements', 'business analysis experience', 'actionable user stories', 'internal development teams', 'external development teams', 'modeling documentation techniques.', 'fast paced environment', 'simple visual models.', 'rapidly growing company.', 'distill requirements', 'requirements analysis', 'tight timescales', 'business needs', 'senior stakeholders', 'satisfies client', 'stakeholder interviews', 'process flows', 'group facilitation', 'documentation reviews', 'project teams', 'outcome criteria', 'client meetings', 'development specification', 'gap analysis', 'project scope', 'client representative', 'functional specifications', 'measure-taking actions', 'complex information', 'unique opportunity', 'great company', 'strong communication', 'software', 'design', 'skills', 'deliverables', 'epics', 'proficiency', 'deadlines', 'work', 'rewards', 'responsibilities', 'variety', 'clients', 'impact', 'interact', 'concepts', 'issues', 'theory', 'relationships', 'problem', 'pressure.', 'customer']","['Requirements analysis', 'Requirement', 'Management', 'Agile software development', 'Problem solving', 'Extreme Programming', 'Project management', 'Requirements management', 'Energy', 'Specification', 'Stakeholder', 'User story', 'Business', 'Business analysis']",[],['team'],[]
91,Business Analyst,Purdys Chocolatier,"['purdys chocolatier', 'program  purdys chocolatier', 'purdys difference', 'business analysis principles', 'project implementation plan', 'project planning activities', 'project life cycle', 'ecommerce retail experience', 'business analyst', 'vancouver head office.', 'service.  performing systems', 'effective change management', 'products  order management', 'measurable success criteria', 'career development  recognition', 'ms office suite', 'methodologies  thorough knowledge', 'newly implemented product', 'retirement savings plans', 'business community', 'business needs.', 'business cases', 'business suitability', 'business needs', 'technical skills', 'business users', 'technical experience', 'business admin', 'technical solutions', 'technical team', 'technical focus', 'project deliverables', 'technical teams', 'delicious perks', 'project plans', 'project updates', 'information technology', 'employment. applicants', 'web/software development', 'management.  experience', 'implementation issues.', 'information releases', 'new systems', 'enhanced systems', 'internal management', 'new systems.', 'competitive compensation', 'major focus', 'group purchase', 'sweet perks', 'potential solutions', 'rfp documents', 'detailed specifications', 'advanced skills', 'required standard', 'cost.  tracking', 'internal personnel', 'ongoing training', 'efficiency.  assist', 'key responsibilities', 'user manuals', 'quality assurance', 'enhanced products', 'programs  computer purchase', 'university degree', 'time employee', 'end-to-end ownership', 'process flow', 'rich texture', 'operational staff', 'equivalent combination', 'related discipline', 'product discounts', 'successful operation', 'techniques  ability', 'vendor responses', 'formal education', 'case diagrams', 'overall productivity', 'clients', 'requirements', 'modifications', 'liaison', 'canada', 'department', 'value', 'workflows', 'vp', 'reviews', 'employees', 'employers.', 'award', 'history', 'trust', 'tradition', 'people.', 'opportunities', 'more.', 'opportunity', 'level']","['Business analyst', 'Systems analysis', 'Project plan', 'Project management', 'Implementation', 'Business analysis', 'Requirements analysis', 'Microsoft Office', 'Management', 'Analysis', 'Project management software']",[],"['team', 'communicate']",[]
92,Business Analyst,Talemetry,"['cross functional teams', 'talemetry development teams.', 'talemetry products.   qualifications/education/experience', 'detailed product requirements', 'application mockup tools', 'cloud software solution', 'requirements  excellent communication', 'complete talent acquisition', 'new features.  acquire', 'time management skills', 'web-based applications  experience', 'definite plus', 'strong team player', 'facilitates effective team', 'talent. talemetry', 'talemetry features.', 'applicant tracking', 'requirements.  work', 'user requirements', 'business analyst', 'business workflows', 'various cross', 'core responsibilities', 'well-organized presentations', 'product management', 'present documentation', 'requirements.  create', 'strong understanding', 'best practices', 'excellent problem', 'recruitment marketing', 'new technologies.', 'various formats', 'agile processes', 'marketing industries', 'customers', 'design', 'aspects', 'saas', 'industry', 'challenges.', 'recruiters', 'specifications', 'cases', 'prototypes', 'implementation', 'services', 'methodologies', 'training', 'developers', 'adaptable.', 'degree', 'proof', 'job', 'recruiting']","['Management', 'Design', 'Requirements analysis', 'Problem solving', 'Prototype', 'Software requirements', 'Proof of concept', 'Recruitment', 'Marketing', 'Implementation', 'Requirements management', 'Leadership', 'Agile software development', 'Communication', 'Policy', 'Features new to Windows Vista', 'Design management']",['cloud'],"['team', 'team']",[]
93,Business Analyst,Richmond Olympic Oval,"['richmond olympic oval', 'anticipated start date', 'contract     business analyst', 'technology  direct supervisor', 'technology  application closing', 'detailed business requirements', 'information technology', 'position type', 'leadership role', 'program manager']","['Management', 'Winter Olympic Games', 'Computer program', 'Utah Olympic Oval', 'Strategic management', 'Baseball', '2010 Winter Olympics', 'Program management']",[],[],[]
94,Business Analyst,Microserve,"['experience preferred experience', 'registries preferred experience', 'empi preferred experience', 'authority preferred experience', '6-month contract position', 'possible 6-month extensions', 'contract     position overview', 'care record solution', 'personal online health', 'b.c.  job description', 'large health care', 'patient educational material', 'solution testing change', 'clinical content availability', 'project manager', 'mychart™ phr', 'sunnybrook sciences', 'business analyst', 'project objective', 'patient engagement', 'business stakeholders', 'project director', 'patient /family', 'business requirements', 'mychart™ solution.', 'management support', 'teams. mychart', 'clinical systems', 'personal information', 'clinician.  services', 'patients requirements', 'functional member', 'team lead', 'technology teams', 'additional assignments', 'intrahealth profile', 'appropriate serve', 'microserve', 'client', 'liaison', 'constraints', 'reviews', 'vancouver', 'ontario.', 'continuity', 'implementation', 'capabilities', 'families', 'physicians', 'issues', 'knowledge', 'skills', 'integration']","['Health care', 'Management', 'Project management', 'Health care provider', 'Illness', 'Requirement', 'Medicine', 'Hospital', 'Health informatics', 'Clinical trial', 'Patient', 'Construction', 'Physician', 'Work breakdown structure', 'Project', 'Health', 'Earned value management', 'Business analyst', 'Doctor-patient relationship']",[],"['team', 'team']",[]
95,Business Analyst,ImageX,"['user experience team', 'drupal development shop', 'web business analyst', 'solution-oriented business analyst.', 'web development agency', 'successful drupal site', 'permanent full-time position', 'team orientation  ability', 'exceptional time management', 'test execution activities', 'fast-paced work environment', 'community.  specific activities', 'highest quality product', 'test automation concepts', 'strong interpersonal skills', 'engaging presentation style', 'extensive client-facing interactions', 'online application form', 'new challenges  bachelor', 'development team', 'user personas', 'user stories', 'web technologies', 'user journeys', 'exceptional websites', 'business goals', 'work/life balance.', 'ideal position', 'multiple clients', 'performance bonuses', 'test cases', 'agile environment', 'jira  ability', 'successful applicant', 'innovative solutions', 'communication skills', 'group benefits', 'education fund', 'requirements gathering', 'challenging projects', 'immediate opportunity', 'selenium  proficiency', 'techniques  documentation', 'information architecture', 'industry expertise.', 'application behaviors', 'relevant field', 'conditions  supervision', 'standard tools', 'organizational skills', 'indiana state', 'positive attitude', 'portland state', 'main office', 'cover letter', 'european office', 'internal question', 'best places', 'acceptance criteria', 'british columbia', 'constant high', 'tech hub', 'beautiful vancouver', 'imagex', 'familiarity', 'features', 'deadlines', 'reviews', 'colleagues', 'learning', 'voice', 'excellence.', 'opportunities', 'applications', 'solutions.', 'source', 'workshops', 'kiev', 'role', 'product.', 'needs', 'degree', 'science', 'marketing', 'trips', 'behat', 'developer', 'resume.', 'job', 'linux', 'a&e', 'others.', 'earth', 'love', 'http://imagexmedia.com/about', 'expectations', 'flexibility', 'plenty', 'launches', 'nexus']","['Web design', 'PHP', 'Agile software development', 'Requirements analysis', 'Drupal', 'Business analyst', 'Requirement', 'Interpersonal skills']",[],"['team', 'team', 'team', 'consulting', 'interpersonal', 'team', 'verbal', 'team']",[]
96,Project Manager/Business Analyst,BI WORLDWIDE Canada,"['project management experience', 'project manager/business analyst.', 'customer approval. development', 'communicate customer expectations', 'document business requirements', 'new development projects.', 'management software experience', 'business processes. qualifications', 'technical team. train', 'time management skills.', 'management information systems', 'traditional analyst skill', 'skills. job type', 'business needs', 'web site wire-frames', 'communication skills. ability', 'experience intermediate sql', 'change order process', 'ad-hoc reporting requests', 'standard operational procedures', 'ongoing programs. manage', 'full-time required experience', 'research client questions', 'change requests. lead', 'subject matter expert', 'technical capabilities', 'methodologies. perform qa', 'business analysis', 'relational database structures', 'ever-expanding business', 'technical support', 'technical twist.', 'technical programs', 'project requirements', 'project timelines.', 'technical portion', 'customer’s data', 'customer presentations', 'customer contacts', 'external customer', 'new software', 'issues. development', 'fast-paced environment', 'analyst use sql', 'entrepreneurial jack-of-all-technical-trades', 'ground floor', 'microsoft tools', 'current knowledge', 'solid background', 'complex data', 'internal teams.', 'team members', 'job location', 'critical thinking', 'common processes', 'ongoing operations', 'non-technical audience', 'teams. organization', 'excel skills', 'work. gather', 'multiple initiatives', 'direct users', 'matter experts.', 'query tools', 'daily basis', 'diverse group', 'improvement recommendations', 'clients', 'troubleshoot', 'aptitude', 'html', 'languages', 'technology.', 'developers', 'code.', 'technology', 'us.', 'role', 'documentation', 'customers', 'way', 'problems', 'creation', 'monitoring', 'relationship', 'building.', 'peers', 'statement', 'liaison', 'testing', 'bs/ba', 'science', 'managers', 'problem', 'education', 'vancouver', 'possibilities', 'facilitation']","['Project management', 'Management', 'Problem solving', 'Communication', 'Project', 'Customer service', 'Subject matter expert', 'Planning', 'Earned value management', 'Business', 'Writing', 'Requirement', 'Leadership', 'Requirements analysis', 'Project planning', 'Web design', 'Construction', 'Graphic communication', 'Work breakdown structure', 'Critical thinking', 'Knowledge management', 'Process management', 'Content management system', 'Technical support', 'Management information system', 'Time management', 'Project accounting', 'Nonviolent Communication', 'Project manager', 'Business analyst', 'Microsoft SQL Server', 'PRINCE2', 'Operations research', 'Project management software', 'Business process modeling', 'Consultative selling', 'Enterprise content management', 'Executive information system']",['database'],"['communicate', 'team', 'communicate', 'team', 'team', 'verbal']","['sql', 'sql']"
97,Business Systems Analyst,BC Liquor Distribution Branch,"['liquor distribution branch', 'business systems analyst', 'business analysis', 'systems development life', 'large business systems', 'end-to-end business analysis', 'business systems services', 'certified business analysis', 'following business systems', 'government business systems', 'bc liquor distribution', 'business process design', 'transport management systems', 'business modeling tools', 'appropriate business recommendations.', '/relationship management skills', 'project management life', 'regular/full time  salary', 'information technology   knowledge', 'strong time management', 'cost-benefit analysis methodology', 'temporary market adjustment', 'resources/ budget requirements', 'permanent future opportunities', 'criminal record check', 'life cycle   experience', 'cover letter', 'business requirements', 'critical thinking skills', 'on-going business', 'assortment planning.   wholesale', 'detailed written documentation', 'timelines.   strong negotiation', 'business users', 'business rules', 'cost-benefit/alternative analysis', 'branch standard', 'gap analysis', 'inventory management', 'labour management', 'data management', 'workforce management', 'warehouse management', 'clients requirements', 'time frames', 'retail   step', 'interpersonal skills', 'dynamic professional', 'largest distributors', 'strategic plans.', 'www.bcldb.com   qualifications', 'expert knowledge', 'job description', 'complete list', 'techniques   knowledge', 'preferred.   skills', 'certified competency', 'erin mcewan', 'beverage alcohol.', 'eligibility list', 'complex information', 'presents findings', 'risk assessments', 'organizational skills', 'space planning', 'equivalent combination', 'planning strategies', 'clear definition', 'demand planning', 'ms office', 'labour relations', 'visit careers', 'strong ability', 'subject matter', 'concurrent activities', 'following tools', 'occupational health', 'excellent communication', 'position', 'replenishment', 'priorities', 'education', 'training', 'processes', 'levels', 'annum', 'a/p', 'g/l', 'reviews', 'vancouver', 'canada', 'team.', 'medium', 'business.', 'competencies.', 'competition', 'position.', 'selection']","['Management', 'Business', 'Business analysis', 'Business process modeling', 'Systems Development Life Cycle', 'Planning', 'Process management', 'Requirement', 'Project management', 'Systems analysis', 'Strategic management', 'Requirements analysis', 'Marketing', 'Critical thinking', 'Business process', 'Business process management', 'Business school']",[],"['passion', 'team', 'consulting', 'interpersonal', 'interpersonal', 'communicate']",[]
98,Business Analyst (Victoria),EY,"['specific business requirements', 'business requirements document', 'business process descriptions', 'communication skills', 'customer business needs', 'utilize enterprise-wide requirements', 'product management skills', 'advisory services group.', 'case management experience', 'technology infrastructure design', 'transaction advisory services.', 'business units', 'business analyst', 'functional requirements', 'help desk support', 'software development team', 'relevant industry experience', 'skills high level', 'professional societies.  qualifications', 'vendor selection decisions', 'modifications.  recommends controls', 'experience designing processes', 'self-starting attitude ability', 'procedures.  monitors project', 'business analysis', 'business management', 'elicit requirements', 'business challenges', 'requirements workshops', 'low-level information', 'high-level information', 'information systems', 'management systems', 'information confidential.', 'technology architecture', 'technology teams', 'support teams.', 'advisory team', 'document analysis', 'personal goals', 'user requests', 'great place', 'career opportunity', 'senior consultant', 'professional publications', 'operations functions', 'internal customers', 'multiple sources', 'technical vision', 'transaction-level control', 'general understanding', 'true needs.', 'inclusive environment', 'project managers', 'fosters growth', 'interface designs', 'working knowledge', 'technical reports', 'technical knowledge', 'analyze tradeoffs', 'user documentation', 'reconcile conflicts', 'customer community', 'ethic  willingness', 'performance needs.', 'new computer programs', 'analytics.   responsibilities', 'standard templates', 'natural language.', 'continuous opportunities', 'workflow analysis.', 'current practices', 'actions.  maintains', 'educational workshops', 'site visits', 'user confidence', 'personal networks', 'thorough understanding', 'training users.', 'multiple initiatives', 'undergraduate degree', 'subject matter', 'workflow charts', 'matter experts.', 'operational requirements.', 'external customers', 'ey', 'state-of-the-art practices', 'agile methodology', 'diverse group', 'new challenges', 'publishing progress', 'clients', 'people', 'cases', 'problems', 'inclusiveness', 'reviews', 'countries', 'quality']","['Requirements analysis', 'Management', 'Requirement', 'Business', 'Project management', 'Writing', 'Business analyst', 'Communication', 'Design management', 'Systems analysis', 'Strategic management', 'Business process modeling', 'Process management', 'Analysis', 'Leadership', 'Business analysis', 'Subject matter expert', 'Business school', 'Software requirements', 'Business terms', 'Help desk']",[],"['team', 'communicate', 'verbal', 'team', 'verbal', 'interpersonal']",[]
99,SENIOR BUSINESS ANALYST,Simon Fraser University,"['financial enterprise applications', 'senior business analyst', 'level business analysis', 'excellent business analysis', 'business case documentation', 'peoplesoft financial management', 'business solutions.   qualifications', 'finance related systems', 'management information systems', 'multiple domain project', 'long-term business strategies', 'simon fraser university', 'project management skills', 'new module functionality', 'excellent customer service', 'excellent analytical reasoning', 'systems process analysis', 'presentation communication skills', 'confidentiality.   salary range', 'human resources advisor.', 'business process', 'business analysts', 'business administration', 'sfu’s finance', 'sba', 'finance systems', 'mentorship skills', 'project life', 'strategic planning', 'post-secondary education', 'successful analysis', 'institutional priorities', 'oracle peoplesoft', 'public domain', 'bachelor’s degree', 'matter experts', 'equivalent combination', 'solid understanding', 'time management', 'strong knowledge', 'complex level', 'organizational skills', 'ellucian banner', 'multiple tasks', 'cover letter', 'application instructions', 'linda chan', 'ability', 'office', 'experience', 'participates', 'annum', 'roadmap', 'reviews', 'clients.', 'teams', 'coaching', 'team', 'delivery', 'accounting', 'training', 'enhancements', 'alignment', 'job', 'design', 'teamwork', 'applicants', 'sap']","['Management', 'Business analyst', 'Project management', 'Strategic management', 'Planning', 'Business analysis', 'Simon Fraser University', 'Business', 'Plan', 'Finance', 'Business school', 'Process management', 'Time management', 'Knowledge management', 'Enterprise software', 'Leadership', 'Organization', 'Administration', 'Economics', 'PeopleSoft', 'Systems analysis', 'Information systems', 'Higher education', 'Management information system', 'Business process modeling', 'Business terms', 'Operations research', 'Analysis', 'Project', 'Master of Business Administration', 'Subject matter expert', 'Design management', 'Earned value management', 'PRINCE2', 'Executive information system', 'Information Systems Research', 'Henri Fayol']",[],"['team', 'interpersonal', 'verbal']",[]
100,Business Analyst II,TELUS Communications,"['best-in-class fleet operations.', 'best-in-class fleet operations', 'asset utilization analyses', 'status quo', 'data  genuine excitement', 'business analyst toolkit', 'puzzle…  ba/bs/basc degree', 'organization building relationships', 'complex data sets', 'superb excel skills', 'complex logic statements', 'fleet strategy', 'telus communications', 'methodologies  additional programming', 'key stakeholders', 'process improvements', 'operations team', 'entire fleet', 'innovative projects', 'multiple projects', 'mediocrity  great-to-haves', 'small team', 'process automation', 'dashboard creation', 'big scope.', 'master problem-solver', 'automation solutions', 'lean approaches', 'sustainability initiatives.', 'opportunity identification.', 'drive process', 'analytical bias', 'fast-paced environment', 'related education', 'efficiency targets', 'lower cost.', 'similar role', 'presentation skills', 'gathering requirements', 'similar discipline', 'business decisions', 'sigma experience', 'sql queries', 'visualization experience', 'customers', 'opportunities', 'levels', 'cradle', 'pivots', 'tableau', 'dashboards', 'lookups', 'reviews', 'vehicles', 'country', 'impact', 'time.', 'focus', 'details', 'tools', 'vba', 'areas', 'piece', 'finance', 'engineering', 'performance', 'information/insights', 'eagerness', 'javascript', 'job']",[],"['programming', 'data visualization']","['team', 'team', 'team', 'passion']",['tableau']
101,"Functional Analyst, App Serv - FTT (1 year)",TransLink,"['leverages business knowledge', 'translink information systems', 'state business processes', 'business analysis experience', 'employment opportunity      translink', 'technical advice. liaises', 'technical issues.       qualifications', 'information technology environment', 'information engineering expertise.', 'information      recruitment process', 'modern service management', 'business clients', 'business requirements', 'standard interview format', 'behavioural descriptive interview', 'questions.       work schedule', 'on-line.  posting date', 'sufficient business', 'business strategies', 'business area.', 'business administration', 'technical expertise', 'technical knowledge', 'technical solution', 'technical solutions', 'business/systems analysis', 'stakeholder application', 'bts teams', 'key stakeholders', 'functional analyst', 'departmental client', 'undergraduate degree', 'general programming', 'related field', 'software development', 'enterprise applications', 'relevant frameworks', 'best practices', 'selection process.', 'view instructions', 'implement functionality', 'process.  instructions', 'minimum level', 'pdf document', 'closing date', 'employment equity', 'position', 'science', 'suitability', 'applicant', 'configure', 'support', 'reviews', 'services', 'technologies', 'current', 'design', 'objectives.', 'repair', 'test', 'education', 'courses', 'devops', 'guidelines', 'period', 'policies', 'procedures', 'user', 'week.', 'page', 'http://www.translink.ca/careers', 'job']","['Requirements analysis', 'Requirement', 'Equal Employment Opportunity Commission', 'Management', 'Strategic management', 'Business', 'Business analyst', 'Recruitment', 'Application for employment', 'Employment', 'Résumé', 'Systems analysis', 'Business process modeling', 'Computer program', 'Business school', 'Technical support', 'Equal Opportunity Employment', 'Process management', 'Stakeholder analysis', 'Stakeholder']",['programming'],[],[]
102,Business Intelligence Analyst,Kiwi Collection,"['kiwi collection', 'websites. kiwi collection', 'kiwi collection management', 'business intelligence analyst', 'drive business strategy', 'experience undergraduate university', 'data proven experience', 'hotel collection network', 'intelligence tools. experience', 'salesforce thorough knowledge', 'online travel agency', 'analyze web traffic', 'verbal communication skills', 'operational decision making', 'time management skills', 'unsuccessful applicants. job', 'collaborative working abilities', 'business experience', 'business value', 'business cases', 'experience ability', 'sql experience', 'sound analysis', 'user documentation', 'analytical skills', 'data sources', 'key partners', 'process improvements', 'specific queries', 'technical design', 'fast-paced environment', 'related field', 'major plus', 'meaningful results', 'relational databases', 'alternative solutions', 'new applications', 'google analytics', 'strong problem', 'minimal direction', 'in-depth planning', 'challenges attention', 'visa', 'tableau', 'mis', 'proficiency', 'metrics', 'team', 'optimization', 'www.visaluxuryhotelcollection.com', 'conversion', 'platforms.', 'impact', 'reporting', 'responses/recommendations', 'support', 'assistance', 'development', 'processes', 'testing', 'analysis/reports', 'creation', 'reports', 'presentations', 'degree', 'science', 'mathematics', 'software', 'responsibilities', 'e.g.', 'languages', 'php', 'canada', 'sponsorship.', 'volume', 'type', 'loading']","['Business intelligence', 'Management', 'Data analysis', 'Strategic management', 'Business', 'Problem solving', 'Data warehouse', 'Critical thinking', 'Decision making', 'Academic degree', 'SQL', 'Intelligence', 'The Visa', 'Hotel']",[],"['team', 'verbal']","['tableau', 'mysql']"
103,Junior/Associate Product Manager,Function Point,"['function point', 'junior/associate product manager', 'product requirements. experience', 'support product manager', 'product team', 'product backlog. work', 'formal product management.', 'product launch plans.', 'internal meaningful projects', 'releases. verify customer', 'project management tool', 'loss customer interviews', 'customer/market trends. support', 'cross functional teams', 'professional development budget', 'present key insights.', 'better time-management skills.', 'full-time job type', 'customers. strong results', 'complete confidence job', 'product analyst', 'product performance', 'product improvement', 'requirements analyst', 'business analyst', 'project manager', 'software product/service', 'job summary', 'important work', 'ux designer', 'world views', 'customer delight', 'internal efficiencies.', 'point’s leadership', 'internal stakeholders', 'fast growth.', 'personal health', 'products requirements', 'competitive landscape', 'market research.', 'agile/ scrum', 'development builds.', 'pragmatic marketing', 'fun. responsibilities', 'general assembly', 'user problems', 'work-at-home-day option', 'external data', 'problem discovery.', 'careers page', 'current challenges.', 'feature usage', 'design thinking', 'future growth', 'course', 'opportunities', 'goals.', 'opportunity', 'synthesize', 'attache', 'perks', 'saas', 'brainstorm', 'ambitions', 'mentorship', 'help', 'vision', 'way', 'place', 'company', 'community.', 'past', 'step', 'potential', 'benefits', 'video', 'obstacles', 'ways', 'delivery', 'value', 'approach', 'users', 'role', 'opportunities.', 'team.', 'home.', 'environment', 'resume']","['Project management', 'Requirements analysis', 'Management', 'Product manager', 'Product management', 'Marketing', 'Project manager', 'Product', 'Work breakdown structure', 'Full-time', 'Requirements management', 'Stakeholder', 'Business analyst', 'Consultative selling', 'Product marketing', 'Part-time']",[],"['team', 'team', 'team', 'team']",[]
104,Junior Business Analyst,Omega Nutrition,"['senior operations manager', 'business analytic skills', 'junior business analyst.', 'excellent working environment.', 'power bi. preference', 'data analytic skills', 'custom sales reports', 'complex business problems.', 'natural health foods', 'business intelligence experience', 'excellent time management', 'family-oriented local company', 'data visualization tools', 'entry level role', 'competitive salary. duties', 'database reports. marketing', 'trend analysis compilation', 'accurate reporting. keen', 'monthly quarterly reporting.', 'competitor price comparison', 'usa plant job', 'organic food industry', 'asset microsoft word', 'enthusiastic individual', 'excellent attention', 'enthusiastic person', 'business processes', 'sales analysis', 'life insurances', 'pivot table', 'great opportunity', 'friendly staff', 'excel knowledge', 'job. full benefits', 'probationary period.', 'company. gathers', 'right candidate', 'omega nutrition', 'organizational skills', 'production reports', 'outlook skills', 'strong attention', 'permanent position', 'office. requirements', 'operational teams', 'analytical insights', 'various departments', 'onsite visits', 'close partnership', 'tableau', 'ability', 'manufacturer', 'vancouver', 'wa.', 'ceo', 'bellingham', 'vlookup', 'research', 'portfolio', 'innovations.', 'variety', 'sources', 'generation', 'meetings', 'opportunities']","['Management', 'Marketing', 'Organic food', 'Business analyst', 'Learning', 'Analysis', 'Report', 'Microsoft Office', 'Pivot table', 'Microsoft Excel', 'Data analysis']","['data visualization', 'database']",[],['tableau']
