,title,company,skillText
149,Senior Internal Auditor,Fortis Energy," fortis energy      10 reviews  -    working in accordance with the organization’s strategic vision, core values and leadership competencies, and reporting to the manager, internal audit, this position is responsible for providing professional internal audit assurance and advisory expertise. this role has internal audit responsibilities for both sides of the company, gas and electric.  responsibilities provide professional internal auditing expertise in the planning, execution and reporting of high quality, risk-based internal audits within deadlines. identify and evaluate risk areas and provide key input to the development of audit plans, modifying plans as new risks are identified.  complete assigned business process reviews to evaluate the design, operating effectiveness and efficiency of internal controls. complete reviews to assess the integrity of the financial statements and to evaluate the adequacy/efficiency of accounting, financial and operating procedures established for business control purposes. prepare, and assist in the preparation of, audit reports with clearly communicated findings, risks and recommendations that will aid management in managing those risks and achieving business objectives.  as a business partner, effectively communicate audit findings with management personnel. review and report on the status of action plans to implement improvements. assist management on special projects and assignments as needed.  assist with sustainment of sarbanes-oxley act section 302 and section 404 (sox). lead assigned audits to assess compliance with sox and established corporate policies. assist in the application of the coso framework related to external financial reporting and cobit framework related to it general controls.  assist in the development of internal audit policies, procedures, methodologies and continuous improvement of the internal audit department’s processes. provide informal training, coaching and guidance to other internal audit staff in conducting audits and other audit-related issues.  effectively communicate and collaborate with others in the provision of internal audit advisory services. represent internal audit on organizational project teams as required. keep current with developments in auditing methodology, governance and compliance issues including best practice methods and common industry issues. provide advice to business colleagues and stakeholders on best practices in internal controls on a proactive basis to ensure risks are being appropriately managed.  conduct work in a manner that prevents injuries and incidents, and contributes to fortisbc’s target zero mission. maintain knowledge and understanding of safety policies, practices and procedures. lead by example by putting safety first at all times.  requirements education and experience:  professional accountant designation (cpa) or certified internal auditor designation (cia) from a recognized institution plus a minimum of seven (7) years directly related experience (of which 2 – 3 years is post-designation) in a large organization or an equivalent combination of education, training and experience.   technical competencies:  knowledge of generally accepted auditing standards (gaas) in canada and us gaap.  knowledge of the standards for the professional practice of internal auditing and the code of ethics developed by the institute of internal auditors.  knowledge and internal or external audit experience in implementing, and ongoing auditing of, sarbanes-oxley act section 302 and section 404.  knowledge of the coso framework for the review of financial reporting, operational efficiency and compliance.  knowledge of the cobit framework for information technology general controls is an asset.  knowledge of, and experience in, power and natural gas utilities is an asset.  certified information systems auditor (cisa) designation is an asset.   working knowledge of large erp systems, such as sap.  considerable knowledge and skill in applying auditing practices, procedures and principles.  strong working knowledge of data analytics software programs as such acl analytics, tableau desktop or arbutus audit analytics is an asset.  knowledge of financial and operational risks.  considerable skill in planning and project management, and in maintaining composure under pressure while meeting multiple deadlines.  skill in negotiating issues and resolving problems.  considerable skill in effective verbal and written communications, including active listening skills and skills in presenting findings and recommendations.  strong business acumen and interpersonal skills.  ability to develop creative approaches and solutions necessary to solve complex problems.  demonstrated ability to evaluate compliance with established corporate policies and procedures including corporate governance, code of conduct standards, and business ethics policies.  demonstrated ability to interact with and present information to senior management level personnel and encourage acceptance of corrective actions.  demonstrated ability to align performance goals to strategies.  demonstrated ability to develop and maintain effective working relationships.  demonstrated ability to effectively prioritize and execute tasks in a high-pressure environment.  demonstrated ability to work independently and in a team-oriented, collaborative environment.   must have a valid british columbia driver’s license.  willingness and ability to travel within bc.   24 days ago     -   save job"
150,SEM/PPC Specialist,A Vancouver Ad Tech Firm (War Room Inc.)," a vancouver ad tech firm (war room inc.)      -    when was the last time you felt inspired? it should be the last day you went to work  , as far as we’re concerned. get ready to bang the gong! we tackle complex challenges, work hard, high-five and celebrate the little wins. as children of the web, joining our digital playground means that work feels like play when you are truly passionate about your craft. if you’re driven, dedicated, and being at the forefront of digital in an innovative space with a tribe of amazing co-workers speaks to you –  then you’ve found the challenge you’ve been searching for. how to apply? send us your cover letter and resume of course! 3 reasons why we should interview you. a funny photo the first thing you'll notice about us is our unique culture, caring office environment, and positive family spirit. this will be a role that stimulates you, challenges you, fulfils you and allows you to grow substantially if you are an “a player”. the position is open now, but based on the unique opportunity, we don't expect it to be for much longer! you are:  you have 3-5 years of experience working in sem. you will be responsible for the facilitating the strategy, implementation, optimization and reporting for client’s sem initiatives. you will leverage your expert knowledge of sem to maximize campaign efficiency, keep budgets on track, and translate disparate data sets into actionable insights. your responsibilities:  work with media team to plan and execute sem, ppc or other digital marketing components (including data gathering, campaign management, creating, analysis and reporting create tagging strategy and facilitate implementation of measurement and tracking improve paid search performance using industry best practices within established revenue manage multiple campaigns at any given time with a focus on achieving roi goals track, record and report sem performance metrics on a weekly, monthly basis and assemble them into client ready- format perform other tasks as assigned by media supervisor as needed your skills:  3-5 years of ppc/sem experience with proven knowledge of campaign setup, ad creation, keyword research, advanced knowledge of microsoft excel (pivot tables, dashboards, macros, etc.) intermediate knowledge of html, seo and google analytics (including google tag manager) google adwords certified meticulous attention to detail, top-notch analytical skills and the ability to make data-driven decisions highly organized and able to handle multiple projects/deadlines in a fast-paced environment adaptability, flexibility, and ability to operate with poise under pressure benefits & perks:  great company culture  . we offer flexible work schedules, work from home days, and unlimited paid vacation time. great team members  . we hire people based on our core values so the people you are surrounded with have similar values that you do! small team, big impact  . everything you do makes a difference. profit sharing compensation  . you grow as we grow! executive benefits package  . mountain view lounge, 100% paid health (msp plus extended medical), team events, fooseball, office snacks, educational stipends, and more! how to apply? send us your cover letter and resume of course! 3 reasons why we should interview you. a funny photo. job type: full-time salary: $50,000.00 to $70,000.00 /year required experience: ppc: 2 years google adwords: 2 years job location: vancouver, bc required language: english   23 days ago     -   save job"
151,Senior Marketing Analytics Manager,Corporate Office," corporate office      95 reviews  -    the role calls for an engaged professional with a solid track record and strategic thinking. this position provides data and analytical support to the corporate and property marketing leaders in their planning and implementation of company-wide and site specific marketing initiatives through data collection and analysis to inform decision making.   key responsibilities  supports business, corporate and property marketing leaders by providing patron, marketing and player development reporting and analysis. collects, analyzes, and interprets sufficient, competent, relevant, and useful data to provide a sound basis for strategic business decisions. develops customer and offer analysis for senior team. partners with them to evaluate and draw conclusions and recommend changes from results of all offers, promotions and programs focusing on player behavior changes to achieve maximum profitability. analyzes and suggests action plans regarding marketing and changes in consumer behaviors. helps ensure data integrity from cognos, bclc and sites for reporting purposes. develops and reports on market share analysis on a weekly basis. provides competitive and market insights to the team during weekly operations call. translates business questions into defined analytics projects and ensures timely completion. assists the marketing team with the marketing forecast and compares preliminary results to actuals. oversees the human resources issues, performance, safety and recruitment and development needs of the direct marketing systems employees. manages the performance of direct reports including: training, appraising performance, providing positive and corrective feedback, coaching, and administering discipline. ensures appropriate appraisals and accountabilities are undertaken. what you’ll require  3+ years of casino marketing industry experience or equivalent combination of education and experience undergraduate degree or diploma with emphasis in marketing or an equivalent combination of education and experience strong analytical skills required, including (but not exclusive to) financial modeling, operation reviews, statistical analytics, forecasting techniques, marketing studies, optimization analytics, etc. experience with crm systems and cognos is preferred proven track record for supporting initiatives resulting in significant increase in revenue project management skills what is next  love what you see so far? for the best chance to hear from us, apply within 30 days of the posting date.  not the right fit this time? follow us on our careers social media pages!   gateway casinos  -  30+ days ago     -   save job"
152,Senior Consultant – Market Research and Analytics,INTERVISTAS CONSULTING INC.," intervistas consulting inc.      -   full-time, permanent     senior consultant – market research and analytics reporting to the vice president, destinations & customer experience, the senior consultant will be responsible for the collection, analysis and management of travel, transportation and other data in support of projects that span a variety of business issues including: customer satisfaction and experience evaluation; market opportunity analysis; market segmentation; competitor evaluation; and attitude and usage studies. the senior consultant will oversee the planning, development, coordination and delivery of key consulting projects, reports and analyses that generally use custom surveys and data searches as core data collection techniques. the senior consultant will be responsible for all phases of research and analysis projects, such as overall project design, market data searches and purchases, survey design, survey fieldwork, analysis, data interpretation, report preparation and presentation. you are recognized for your ability to design and manage research projects, conduct thorough analysis, provide sound interpretations, and identify key findings and insights. you are a strong writer, capable of converting data and trends into compelling, well-crafted reports. motivated by a challenge, you are an analytical and innovative problem-solver who critically assesses project progress relative to plan, and successfully delivers projects on time and on budget. you have project management acumen, and the confidence and skillsets to anticipate and identify project risks, course correct projects, and suggest alternative solutions and approaches to project delivery where warranted. you are extremely adaptable, working well independently or in teams, to meet tight deadlines and handle competing priorities. key responsibilities:  assume primary project oversight and client liaison roles with respect to service delivery of research projects and strategic planning projects; develop and produce detailed survey, market and consumer research assessments and reports, business plans and strategic plans; directly and regularly conduct statistical analysis and testing of survey and other data, using statistical software and spreadsheets to compile summary outputs of key trends and findings for review; use established and emerging industry trends, market information and statistics to develop, write and deliver compelling and insightful reports and advice to our transportation and tourism clients; organize / maintain the company’s transportation and tourism databases and source documents; take direct responsibility to deliver key products and services; manage and be accountable for project scheduling, program development, client deliverables, and client interaction; support the vice president and the senior management team in satisfying and growing the client base through successful project planning and delivery, strong client relations, new client development and leadership of proposal development; with enthusiasm for the work, an inquisitive mind and focused attention to detail, you handle volume and complexity, and deliver quality and insight. qualifications, knowledge, skills and abilities:  must be eligible to work in canada; 2 to 3 years of related work experience; supervisory experience preferred; must have a minimum of an undergraduate degree with a quantitative background. degrees in statistics or a business degree with a market research and/or science focus are preferred. other degrees with appropriate course work in statistics or market research will be considered. preference given to those with masters level degrees or work experience in quantitative market research; a proven track record as a research and data specialist, extensive experience in advanced statistical analysis, customer satisfaction survey research project design and execution, and data modelling; a proven track record as a project and client supervisor or manager, delivering successful projects, reports and outcomes in a fast-paced and demanding setting with ongoing competing deadlines; strong proficiency in database development and administration (e.g. sql server); strong proficiency in statistical software packages, such as spss; experience with on-line market research processes and survey programming; strong proficiency in the ms suite of programs (word, excel, powerpoint); a proactive, assertive and organized work approach, applying strategic and critical thinking; ability to anticipate the needs of clients and project team members to produce meaningful results and outcomes on time and on budget; excellent research skills; excellent business writing skills, with an ability to provide context to the research and analysis, and successfully convert data into visually compelling graphics, reports and presentations for client deliverables; strong presentation and communication skills; second language skills in spanish or french would be an asset. previous work in a consulting environment would be an asset job types: full-time, permanent required experience: statistical analysis and market research: 4 years required education: bachelor's job location: vancouver, bc   17 days ago     -   save job"
153,Manager Pricing,Superior Propane," superior propane      78 reviews  -   full-time, permanent     reporting to the director pricing, the manager pricing is responsible for managing and overseeing the day-to-day activities of the pricing team to maximize overall company financial performance. this role works closely with the director pricing, vp operations, vp finance and regional general managers to support sound decision-making and implementation of pricing policies in all regions and markets in canada. the ideal candidate will have a background in data and/or pricing analysis in a variety of environments; however, must have exposure to commodity driven pricing/purchasing. leadership experience is a key requirement as this role has direct reports in locations across the country. key objectives:  analyze pricing needs and identify methods for improving tools and technology to perform pricing analytics, modeling and pricing strategy development. analyze and interpret pricing and related financial metrics including win/loss, revenue, net contribution, discounts and price elasticity work closely with regional pricing team members and their respective gm’s to develop clear pricing strategies. develop and analyze forecasting, pricing and customer management reports on a monthly, quarterly and annual basis. provide leadership and guidance to the pricing team through clear direction, support, and implementation of the company’s overall pricing strategy and objectives work closely with the wholesale arm of superior (sp liquid) and ensure alignment with market volatility and product inventory levels that minimize market erosion. develop and enhance models for pricing discounting and financial analysis using analytical techniques based on operations, secondary research, market modelling and econometric modelling principles. lead, mentor, coach and develop employees within the pricing team continuously improve processes and reporting tools for the development and implementation of effective customer file management, pricing and margin management. promote and enforce exceptional customer service and foster a culture of continuous improvement. knowledge, skills, and experience:  bachelor/advanced degree in business, finance, economics or scientific discipline. minimum of 5-7 years related experience in a pricing or commodity purchasing role. exposure to hedging would be advantageous. minimum of 5-7 of management experience leading a multi-location team. well organized and strong time management skills. ability to multitask and handle multiple deadlines and changing priorities solid team player with exceptional oral and written communication skills strong analytical skills with an ability to apply research to practical business solutions exceptional interpersonal skills with an ability to work with multiple stakeholders across a highly matrixed organization excellent computer skills including excel (macros & vba an asset), access, sql sequel, sas exposure to jde enterpriseone considered an advantage fluency in french, both written and verbal, is also an asset why should you join the superior propane team? we’re canada’s only national provider of portable fuels, equipment, and services. we are the biggest and we continue to grow! whether it’s for heating your home or business, powering your electrical needs, fueling your fleet, or countless other uses, we deliver locally to more customers in more communities than any other propane company in canada! we actively support a culture where each employee has a role in providing customers ease of doing business, peace-of-mind and value for their dollar. in short, we encourage every employee to be superior. to sustain this culture, superior offers a great working environment, flexible schedules and a competitive compensation and benefit package which includes an attractive a pension and savings plan. if you are interested in joining a growing, successful team then please apply with a copy of your resume. job types: full-time, permanent required experience: excel data analysis: 3 years mana: 5 years pricing: 5 years required education: bachelor's job location: mississauga, on   12 days ago     -   save job"
154,Forecast Analyst,Sun Life Financial," sun life financial      816 reviews  -    at sun life, we work together, share common values and encourage growth and achievement. we offer many career paths that attract a wide variety of talent and skills. follow a path that lets your talents shine.  job description: the forecast analyst’s primary focus is supporting the forecasts and objectives of various channel services for canadian operations by providing analysis for operational decision making and raising continuous improvement recommendations to the business. the role directly supports both call centre and administrative functions with the forecasting and planning of workload demand and enables all operational teams in slf canada to consistently provide a high quality experience for our customers. in this role, you will use data to generate business insights and provide meaningful suggestions on opportunities for improvements.  main accountabilities: responsible for understanding business processes in order to research, analyze, interpret and advise managers on findings of analysis around the chat volume and staffing of the various roles within sun life canadian operations perform calculations and develop forecasts (short term & long term) to formulate responses/recommendations to specific queries from the ccc leaders support regular re-forecast efforts by utilizing budget forecast and details received in regards to additional impacts through the year track and maintain staff movement, chat volume, aht, forecast assumptions vs actual chat volume support vacation bid process, training efforts and other events to be planned collaborate with business partners to ensure effective use of reporting and analysis work directly with business leaders to shape analytical direction by providing recommendations to the business develop models to support leaders' accurate and timely assessment of productivity, forecast and customer service opportunities in the method that best supports the business provide project teams with process recommendations and workload/staffing forecasts, as required to support changes execute and distribute supporting models and analysis ensure models meet the requirements of partners and provide recommendations to leadership on the direction of the training plan and new hire training provide optimal schedule respecting guideline to meet the chat demand monitor real time chat services and react to plan variation collaborate with the front line realtime monitoring team to assure consistent service level between chat, e-mail, inbound call, outbound calls and other transactional types of work ensure all models are visible, scientific and properly organized for easy communication and meet sun life model standards foster a work environment that truly values people and encourages participation, creativity, learning and accountability provide continuous improvements recommendations and strategies that increase and promote efficiency and optimization of effort  competencies: strong problem solving and analytical skills demonstrated ability to produce meaningful results from data proven experience consolidating and analyzing data sources understanding of queuing theory and call centre mathematics excellent written and verbal communication skills superior collaborative working abilities ability to succeed in a dynamic, fast-paced environment, and quickly find alternative solutions to challenges quickly adapt to changing needs capacity to influence priority setting attention to detail and in-depth planning, organizational and time management skills comfortable learning new applications quickly with minimal direction experience forecasting in call center environments expert user of excel familiarity with r, tableau or other advance analytics tools  assets: call centre experience experienced user with sql, vba, excel and tableau undergraduate university degree, preferably in science, computer science or mathematics or 2-5 years of business experience in related field experience in using large databases with complex relationships between tables experience in scheduling in a call center environment experience in daily monitoring in a call center environment knowledge of group benefits, group retirement services, and individual insurance operations familiarity with call centre scheduling software such as iex bilingual (french and english, written and spoken) diversity and inclusion have always been at the core of our values at sun life. a diverse workforce with wide perspectives and creative ideas benefits our clients, the communities where we operate and all of us as colleagues. we welcome applications from qualified individuals from all backgrounds. persons with disabilities who need accommodation in the application process, or those needing job postings in an alternative format, may e-mail a request to thebrightside@sunlife.com we thank all applicants for showing an interest in this position. only those selected for an interview will be contacted.  job category:  advanced analytics  posting end date:  29/03/2018   3 days ago     -   save job"
155,Lead IT Auditor – Cloud Computing (Relocation to Saudi Arabia),Saudi Aramco," saudi aramco      589 reviews  -    req number:  15593br  position description: we are seeking a lead it auditor with cloud computing experience to join the information systems audits division within internal auditing to be based in our corporate headquarters in dhahran, saudi arabia, with expertise in auditing or deploying cloud-based solutions/technologies. internal auditing is an independent and objective assurance and consulting activity designed to add value and improve the operations of saudi aramco. internal auditing helps the organization to accomplish its objectives by bringing a systematic and disciplined approach to evaluate and improve the effectiveness of the organization’s risk management, control, and governance processes. it provides members of the management and the board of directors with analyses, recommendations, and information concerning the activities reviewed. the information systems audits division is responsible for performing 1) technology audits, 2) supporting business integrated audits in testing automated controls, and 3) providing data analytics to other business audit divisions.  minimum requirements: as a successful candidate, you will hold a bachelor’s degree or higher in computer science, management information systems, business, engineering, or a relevant field. you will have a minimum of five (5) years of experience in it auditing with cloud specialization. you must demonstrate excellent oral and written communication skills in the english language and excellent presentation and interpersonal skills. you will have at least one professional certification, such as the certified fraud examiner (cfe), professional certified investigator (pci), certified compliance & ethics professional (ccep), certified internal auditor (cia), and certified public accountant (cpa). you should be flexible to travel in the kingdom and/or out of the kingdom to conduct audits.  duties & responsibilities: you will be required to perform the following: perform the responsibility of in-charge (lead) auditors and work under the direction of an audit manager. plan, execute, and/or report internal audits to management. establish the objectives and scope of the audit engagement. develop comprehensive risk-based audit programs. prepare audit reports. deliver presentations to client’s management at the audit opening and closing meetings. provide on-the-job training and mentoring to inexperienced or less experienced staff. act as an internal auditing sme for the area of cloud computing. evaluate the performance and capabilities of the assisting staff auditors. perform other assurance and consulting activities on internal controls as requested.   9 days ago     -   save job"
156,Account Manager,"Evolution Lighting, LLC"," evolution lighting, llc      -    we are a growing company seeking a motivated, high-energy junior account manager to support key accounts for our organization. the successful candidate will meet or exceed sales targets for their assigned account and assist in the management of other accounts. the ideal candidate will possess excellent organizational skills, a strong desire to learn, be proficient in the development of all aspects of customer presentations, and associated sales promotion materials. the selected individual should have working knowledge of retail analytics along with the ability and desire to analyze data and suggest recommendations based on analysis, market trends and strategic growth opportunities. job responsibilities:  work with a defined customer and manage the success of the business by performing line reviews and all associated activities associated with these reviews willing to learn customer specific interfaces for completion of set up sheets and pos data management as required by the customers create and deliver customer presentations calculate customer pricing and maintain customer pricing and files willingness to collaborate with all internal and external teams, such as, product development, packaging, and replenishment conduct store walks and/or comp shops. job requirements:  1 to 3 years sales/ sales administration experience preferably in consumer goods industry strong time management skills, self-accountability and detail oriented. strong verbal and written communication skills. proficient in powerpoint, excel and outlook. proven customer service, analytical and problem solving skills must be results oriented have good decision-making skills and sound judgment self-starter with energy and motivation to increase sales university degree highly preferred job type: full-time   30+ days ago     -   save job"
157,Manager of Analytics & Optimization,Tangam Systems Inc," tangam systems inc      -    what we hope you will achieve  your potential story, one year from now…  we’d like to thank you for your contributions providing business consulting and data analytics services to clients that helped the company achieve a consecutive year of triple digit sales growth, two more industry awards, and record customer satisfaction levels. here are some of your contributions as a member of our product management and client services team:  you mastered the tangam analytics and visualization software and fully understand the dataflow process from casino floor to tangam’s internal dashboards. you have trained and presented recommendations to clients (remotely and in-person) to optimize their game mix, table spreads, schedules and general operations to increase their profitability by 10% - 15%. you supported several successful timely rollouts of tangam’s software along with the applications engineers.  with the assistance of the business operations services team, you statistically analyzed clients’ databases with internal tools to understand their patrons’ behavioral and business volume and product performance patterns, shared and discussed obtained insights with the client and configured tangam’s software based on these insights. you leveraged your superior business and analytics skills, working with various reports and raw operations data, to highlight significant stories in client data that will be most actionable by casino executives.  you helped invent new solutions to customers’ business problems by collaboratively working with the business teams, developers and customers in rapid iteration cycles to test/refine ideas and prototypes. you then championed the solution through all stages of the software development cycle, from concept, design, development, launch, post-launch usage measurement and fine tuning. customers love the solution and have provided excellent testimonials. you have then used this client feedback to write and publish press releases that have resulted in new business.  you used your exceptional relationship management skills to ensure that your accounts were never at risk of terminating their contract. you have identified appropriate champions for each of your accounts and confirmed that the value was communicated and understood at each level.  you went beyond expectations and advanced your knowledge of analytics, operations optimization and data visualization. you shared your knowledge with the business analyst team, thus catalyzing process / technology changes that helped them be more effective in their careers.  we can’t wait until next year. now back to today. if you’d like this story to be yours, apply now.   who we are  tangam is a small and rapidly growing company that is at the cutting edge of developing data analytics, operations optimization and visualization software. our flagship product table games yield management (tym) helps casinos to optimize their table games operations through effective resource allocation and staff scheduling. our software takes the complexity out of data analytics and makes data understandable and actionable to ordinary users. many large, medium and small casinos in the u.s., canada, and australia already use tym successfully to enhance their business and better satisfy their patrons. our patented products have won numerous industry awards and recognitions. we continue to push the envelope on what is possible in the area of data analytics and optimization software, and we are always seeking new talent to join us on our exciting journey.  visit our website for more information.   requirements   table games operations/analytics experience  . 5+ years of experience in table games operations in a director, or table games optimization role. in depth understanding of table games metrics, standard operating procedures, and optimization activities – for example, budgeting, analyzing win/drop/hold/open hours, labour allocation, game mix analysis, and daily gaming floor operating decisions. experience must be with a large table games operation (250+ table games).   top notch communicator.  strong written/oral communication and presentation skills. strong persuasive skills 2+ years experience in a client-facing role. excellent ability to communicate complex concepts in a simple manner. proficiency in spoken and written french/mandarin/cantonese are all assets.   data wizard.  2-5 years of experience in data analysis. proficient with excel, pivot tables and macros. experience working with business intelligence tools such as tableau, sas and cognos is an asset. knowledge of relational databases with the ability to read and write sql is an asset.   educated.  undergraduate degree in applied mathematics / statistics, business / economics / finance or in computer science / engineering with a strong mathematics background.  software development experience is an asset.  must have no criminal record, and must be willing and able to travel ~20-25% of working time.   30+ days ago     -   save job"
158,"Senior Manager, Digital Workplace",Igloo Software," igloo software      7 reviews  -    about igloo igloo is a leading provider of digital workplace solutions, helping companies build inspiring digital destinations where employees can access the information, tools, and expertise they need to do their best work, from wherever they are. the igloo platform provides a seamless work experience that brings together content and conversation for a more productive and engaged workforce. summary as an experienced leader in digital workplace management, you will lead our digital workplace team using a blended approach of strategic planning, process and a hands-on delivery of the digital workplace services that supports a growing company along with managing additional strategic initiatives, consultation requests, and projects as assigned. you are results driven and detailed oriented, getting involved in every stage from concept to delivery, including site architecture, content management, design, as well as user engagement and training. you will help to define and uphold the process standards for our digital workplace across the company. your daily interactions with employees will breed great insights about how digital workplace solutions can solve business challenges facing any organization. capturing these findings and feeding the recommendations back to product will be a key element of this role. as a result, igloo will be able to better serve and nurture our customers and make improvements to our product along the way. about the role you know that in today’s digital workplace, people need to be connected to the right people, information and tools to be productive and highly engaged at work. you see the value in bringing people together to collaborate, share knowledge and do great things. you lead by example, demonstrating our company values of innovation, achievement and commitment. you face resiliency head-on to lead the team forward using professional techniques in the areas of collaboration, problem solving, identifying creative ways to capture and share information with a goal of maintaining high levels of employee engagement and adoption in a digital workplace. successful candidates must have industry level expertise and experience in one or more of the following areas: knowledge management, communications, collaboration, and employee engagement. you have proven strong communication, collaboration, analytical, and problem-solving skills. you are energetic, strategic thinker and passionate about the future of work trends. responsibilities   strategic thinking, planning and process: focused on digital workplace strategies, involved in process and solutions proposals and creation as it relates to knowledge management / content management, communications, collaboration and engagement.  content management: propose knowledge management strategies as it pertains to information architecture, development and deployment of taxonomy in a content management system, creation and publishing content for communications, provide inputs for best practices and ensure content standards and processes are upheld.  public speaking: as an industry expert, this role is requested on occasion to speak on their area of expertise as part of user events and customer webinars as examples.  collaboration: partnering with key stakeholders internally and externally on strategies, solutions, process and best practices about digital workplaces.  reporting: use site analytics, other tools when required, to report on key performance indicators (kpis) month over month. using this data and stakeholder inputs to set or recommend process/policies/guidelines.  training & employee communications: provide cross-functional training/guidance as part of the corporate on-boarding program. work with internal teams to recommend content management elements, permission structures, and establishing best practices for usage contributing to internal and external facing material.  continuous improvement: provide product feedback, participate in beta program to provide regular feedback to product teams, dogfooding, etc.  maintenance: oversee, and implement updates within skill-set (non-coding), daily digital workplace maintenance, including upholding site standards, answering questions, posting and improving the organization of content through the application of knowledge management best practices.  technical: managing the site structure and navigation, while maximizing product functionality to improve engagement, communications, collaboration, knowledge management, and workflow company-wide.  knowledge, skills, and abilities   8-10+ years of industry experience in leading, managing and implementing collaboration social type software, knowledge sharing service frameworks and intranets / digital workplace solutions  expert level skills and knowledge in collaboration software and knowledge and content management  results orientated with a can do attitude uses professional concepts to solve critical issues and provide expert advice that drives initiatives to delivery and completion  demonstrated ability to effectively work and collaborate with cross functional teams at all levels  exceptional analytical, organizational, and leadership skills for managing multiple priorities, projects, and resources.  proven strong communication skills both verbal and written, using sound judgment, conflict management techniques, and the ability to handle sensitive and confidential situations with diplomacy  exceptional analytical, organizational, and leadership skills for managing multiple priorities, projects, and resources.  proven ability to deliver, providing services to see through a project/initiative or implementation plan from initiation to close  familiar with program, project and agile practice and principles are an asset  highly experienced with microsoft office applications and presentation software  strategic and forward thinker who understands the business vision, mission, strategic direction and is a champion of the company’s corporate culture  igloo welcomes and encourages applications from people with disabilities. accommodations are available on request for candidates taking part in all aspects of the selection process.   30+ days ago     -   save job"
159,Vice President of Operations Optimization - Asia Pacific,Tangam Systems Inc," tangam systems inc      -    what we’re hoping you will achieve … (circa 2019) two years from now..  your potential story, two years from now……..we’d like to thank you for your contributions in helping clients across asia pacific adopt table games yield management best practices. you applied your breadth of experience in table games operations to drive growth in operating profit for our clients. the positive word-of-mouth propelled our company to achieve continued 50%+ annual sales growth and record customer satisfaction levels.  here are some of your contributions as a leader on our client success team:  you applied your experience in table games operations in combination with tangam’s optimization software to help casino operators implement data-driven management of table game mix, spreads, labour allocation, and pricing on the gaming floor. these efforts drove improvements in profitability and operational efficiency for clients. educated our clients’ in understanding the principles of table games revenue management and how their daily actions on the gaming floor impacts table games yield. your work resulted in a transformation in the operations staff culture and operating procedures. you developed strong relationships with key stakeholders of our software, gathered information on their needs, and communicated the learned product insights to the development team. you collaboratively worked with the product manager and development team to invent solutions to customer problems. your feedback helped shape the product development roadmap and streamline existing features. mentored junior team members (analysts, engineers etc.) to develop their careers and enhance their knowledge of business and operations management. your leadership resulted in high team morale and productivity. contributed to the creation, maintenance and delivery of industry leading education programs on table games yield management. you contributed to case studies and articles - with the business team. these education programs and articles/case studies improved awareness and adoption of revenue management best practices across the industry. helped the business team grow our pipeline of new clients. you participated in business development activities and client presentations. you promoted the benefits of data driven yield management/ decision making and tangam’s software through multiple platforms – including your personal network, linkedin, and industry events. your efforts resulted in new clients for the company. led the creation of the company’s user conference and networking program. this facilitated the sharing and discussion of best practices among our clients, thus catalyzing new insights/initiatives that helped them be more effective in their careers. as a tangam ambassador, you continuously enhanced tangam's brand/reputation in the market as a trusted partner and leader in table games analytics and data driven decision making space you went beyond the “minimum required” and advanced your knowledge of analytics, operations optimization and data visualization. you shared your knowledge with the product management team, thus catalyzing process / technology changes that helped them be more effective in their careers. we can’t wait until 2019. now back to today. if you’d like this story to be yours, send us a note.   who we are  http://www.tangamsystems.com  tangam systems is a small and rapidly growing company that is at the cutting edge of developing data analytics and visualization software. our clients range from fortune 500 businesses to some of the best known brands in the resort industry, including operators in united states, macau, australia, philippines, malaysia, new zealand and canada. our flagship product table games yield management (tym) helps casino resorts optimize their gaming operations in order to increase profitability and enhance the patron experience. our software takes the complexity out of data analytics and makes data understandable and actionable to ordinary users. our patented products have won numerous industry awards and recognitions. we continue to push the envelope on what is possible in the area of data analytics software, and we are always seeking new talent to join us on our exciting journey.   basic requirements  table games operations experience  . 5+ years of experience in table games operations in a director, or table games optimization role. in depth understanding of table games metrics, standard operating procedures, and optimization activities – for example, budgeting, analyzing win/drop/hold/open hours, labour allocation, game mix analysis, and daily gaming floor operating decisions. experience must be with a large table games operation (150+ table games). top notch communicator.  strong written/oral communication and presentation skills. experience preparing reports and presenting to senior management. comfortable with data analysis  . proficient in excel, pivot tables and microsoft office. experience working with business intelligence tools such as tableau, sas and cognos is an asset. degree in business / finance, or related discipline is an asset. must be willing and able to travel to client sites for approximately 25% of working time. must have no criminal record and be gaming industry licensable.   30+ days ago     -   save job"
