,title,company,skillText
128,"Functional Analyst, App Serv - FTT (1 year)",TransLink," translink      28 reviews  -   full-time, temporary     the functional analyst, application services leverages business knowledge and technical expertise to ensure that assigned applications and technologies effectively support business strategies, objectives, processes and practices for an assigned business area. supports the assigned business clients to identify and elicit business requirements, evaluate the current and future state business processes and provides technical advice. liaises with key stakeholders and other bts teams to identify, design, and deliver the technical solution in support of the business processes and objectives. provides sufficient business and technical knowledge to identify, investigate, configure, repair, modify, test and implement functionality that resolves departmental client and/or stakeholder application or technical issues.       qualifications      education: undergraduate degree in computer science, applied science, business administration or related field from a recognized institution including courses in business/systems analysis, general programming and the use of software development tools. experience: requires three (3) years recent business analysis experience in supporting enterprise applications in an information technology environment following current and relevant frameworks such as itil, modern service management, lean, and devops, applying these guidelines and best practices, identifying and eliciting business requirements and processes, providing technical advice to business clients, analyzing, designing and delivering technical solutions through information engineering expertise. a further period of up to six (6) months in the position is required to become familiar with assigned translink information systems, policies, procedures, environment and user requirements.       other information      recruitment process: an applicant will be required to demonstrate their suitability for this position by meeting the minimum level of qualifications and experience in order to be invited into the selection process. a standard interview format will be used including general, scenario and behavioural descriptive interview questions.       work schedule      37.5 hours per week.       how to apply      please click the 'apply' button at the bottom of the page or go to http://www.translink.ca/careers to apply for this position and view instructions on the process.  instructions: please save your (1) cover letter, and your (2) resume as one pdf document prior to uploading your application on-line.  posting date: november 16, 2017 closing date: until filled  please note that only those short listed will be contacted.  having trouble applying? please view the system requirements & faq's by going to http://www.translink.ca/careers.       equal employment opportunity      translink is committed to employment equity.   30+ days ago     -   save job"
129,Level 1 Business Analyst,TELUS," telus      -   full-time, contract     position overview:  working with telus' premier vendor partner. we are looking for a dedicated and meticulous  business analyst  to provide support and statistical analysis for the  home solutions & complementary channels team  of our client,  telus communications. new strategic initiative:  the telus “business analyst” position will manage multiple root cause analysis initiatives to improve program results. in order to support this new initiative, telus' premier vendor partner is looking for a  business analyst  who is passionate about working on this exciting project. you will have the opportunity to collaborate with the internal telus support team and key stakeholders, while executing on program objectives, while representing  telus communications  . the business analyst  representing  telus communications  will be responsible for measuring, reporting, and analyzing sales results for the  home solutions & complementary channels team  within telus communications. the business analyst will constantly be looking for ways to drive improved productivity across our sales force through effective scheduling and management and pro-active analyses. additionally, taking the time to evaluate trends and review historical data will provide the insight required to create corrective action plans with internal teams and help identify gaps in planning and execution of sales activities. responsibilities:  drive strategies and solutions based on historical data and results in the event space, performing cost/benefit/roi analysis and ongoing status updates carry out needs assessments with client telus communications, and translate business needs into a comprehensive sales enablement plan to drive solutions based on the results of root cause analysis partner with various business units and enabling partners to support the successful execution and delivery of our strategic priorities build strong partnerships with key stakeholders across the telus organization manage and take ownership of a complex event schedule and dashboard to optimize success from a resourcing, cost and target perspective provide expert-level methodology guidance and direction to the team based on the master event schedule- identify gaps and opportunities provide absolute clarity on sales channel performance against target; by team; by vendor and region, and be responsible for all elements of performance reporting, analysis, target building and executive support, by utilizing sf and domo platforms required skills:  attention to detail strong professional communication skills – verbal and written ability to manipulate and analyze data in a timely fashion demonstrated ability with the microsoft suite of programs, especially excel considerable understanding of sfdc (salesforce.com) and report generation within it superior analytical skills using data to communicate program roi and insights demonstrated capacity for problem solving, analysis, and making sound recommendations leading to the development and implementation of process enhancements required qualifications and experience:  must be available to start immediately (within one week of offer) must be available for full time (40 hrs per week) must be 18 or older and able to pass a canadian criminal record check must have post-secondary education in business analysis or closely related field must have at least 2 years’ experience analysis and strategic insights position:   business analyst – representing telus communications department:   home solutions & complementary channels team for telus communications  location:   telus centre burnaby, bc availability:   full time, mon-fri, 40hrs term:   6 month employee contract with potential to extend salary:   salary of $45,000-$50,000 dependent upon experience and qualifications – to be negotiated in interview process benefits  : medical and dental available start date:   immediate – within 1 week a starting salary of $45,000-$50,000 will be offered, as well as full medical and dental benefits. a cell phone and laptop will be provided by the client, telus communications. telus' premier vendor partner and  telus communications  both pride themselves on a captivating and charismatic team culture, with opportunities for long term growth and development. the successful candidate will be offered a  6 month employee contract  with the potential to extend and grow their career, based on performance. to apply, send a current resume and detailed cover letter explaining why you believe you would be a great fit for a  business analyst  , representing  telus communications. interviews will start immediately for all selected candidates; thank you to all those who apply. job types: full-time, contract   10 days ago     -   save job"
130,Junior Business Analyst,Omega Nutrition," omega nutrition      -    we are a manufacturer of organic and natural health foods located in vancouver with a manufacturing plant in bellingham, wa. we are a family-oriented local company, with friendly staff and an excellent working environment. we are seeking an enthusiastic person to assist our senior operations manager as a junior business analyst. this is a great opportunity for an enthusiastic individual seeking full-time and permanent position in an entry level role where you will be given the opportunity to utilize your business analytic skills and learn on the job. full benefits including extended health, dental, ltd and life insurances are provided after a 3 month probationary period. for the right candidate we are offering a competitive salary. duties include:  must have advanced excel knowledge (pivot table and vlookup). preference given if you have experience with data visualization tools such as tableau or power bi. preference given if you can generate custom sales reports using sql and create new database reports. marketing research and analysis such as competitor price comparison report and trend analysis compilation and organization of data assisting with sales analysis excellent attention to detail, with the ability to manage a portfolio of accurate reporting. keen to drive innovations. assists the senior operations manager in creating and maintaining financial, sales and production reports for the various departments within the company. gathers, monitors, and reviews data from a variety of sources to assist in the generation of weekly, monthly quarterly reporting. attends meetings to ensure close partnership with operational teams and identifies opportunities to inject analytical insights and recommendations. an interest in business processes and analyzing complex business problems. excellent time management and organizational skills; ability to use own initiative. assist the ceo with tasks when the senior operations manager is not in the office. requirements:  recently completed or currently pursuing a diploma or degree in business, marketing or sales strong data analytic skills and business intelligence experience fast learner interest in organic food industry is an asset microsoft word, excel and outlook skills strong attention to detail must be able to travel the usa for onsite visits to the usa plant job type: full-time   30+ days ago     -   save job"
131,Business Analyst,Confidential IT service company," confidential it service company      -   full-time, contract     job summary we are looking for an enthusiastic business analyst to join our winning team. business analyst the business analyst will be responsible for design, development and management an enterprise grade bi and reporting system, analyzing requirements and communicating with key stakeholders. having a positive, can-do attitude is among our core values. minimum skills required:  must have a good understanding of computer systems, engineering and architecture must have a good understanding of common software applications for the pc as well as servers, specifically based on the microsoft software stack. a minimum 5 years of experience working in a similar role within a corporate enterprise environment excellent communication skills, both oral and written are a must. much of your time will be spent communicating via telephone and documenting issues for others to follow-up on, so clear, concise english skills are extremely important. good research skills software skills required solid understanding of microsoft sql, office and the power bi suite same with crystal enterprise other skills that would be an asset:  it management, support and/or research and development training and mentoring other staff we are looking for  intermediate and senior level  people to join our growing team. industry certifications are a definite asset however not required. the company will assist the right individuals with getting certifications and career development. responsibilities and duties leads crystal/powerrbi reporting projects (design, development, testing, and final sign off)analyze business processes and business models for efficiency opportunities perform impact analysis to existing reporting for intended systems changes documents requirements, determines process/system/reporting solutions communicating between all stakeholders provides business analysis to ensure company alignment support:  supports report users with troubleshooting report data/logic, and leads resolution of (where required) document reporting requirements/business logic provides advisory council and support in other areas as requested/required qualifications and skills education:  accounting related degree or equivalent experience; working towards or has obtained a professional accounting certification; and/or 5+ years relevant work experience technical skills/job knowledge:  general understanding of the various functions of the business and how each relate intermediate to advanced microsoft excel proficiency intermediate to advanced computer skills required behavioral skills:  attention to detail solutions oriented, opportunities focused strong problem solving/communication skills good listener; works well with others benefits extended medical, dental and bonus program job types: full-time, contract salary: $65,000.00 to $85,000.00 /year required experience: business analyst: 5 years   30+ days ago     -   save job"
132,Junior/Associate Product Manager,Function Point," function point      -    job summary who are we? our vision is to change the way the world views productivity. we want function point to be a place where everyone feels respected; where they are doing important work and where everyone contributes to the growth and direction of our company, our customers and our community. who are you? you are either a requirements analyst, a product analyst, a business analyst or project manager is a saas business. you have delivered a software product/service in the past and are looking to take the next step to transition into formal product management. sounds like you, then read on... join function point’s growing product team as a junior/associate product manager and help chart the course for a project management tool that has the potential for fast growth. we enjoy flexible hours, a work-at-home-day option, personal health days, benefits, a professional development budget and if you check out our hiring video on our careers page (https://functionpoint.com/careers), you will see we like to have some fun. responsibilities include:  support product manager and ux designer in conducting customer and market research. deeply understand and articulate the competitive landscape of function point’s product. identify opportunities for product improvement, using internal and external data and define applicable customer/market trends. support the product team to refine and prioritize the product backlog. work with cross functional teams to define and execute product launch plans. collaborate with the product manager to define products requirements for upcoming releases. verify customer requirements in the development builds. continually monitor product performance (feature usage, customer delight, retention etc.) and brainstorm with the product team on ways to improve. conduct win loss customer interviews, synthesize and present key insights. lead internal meaningful projects for internal efficiencies. required skills and experience:  has lead or participated in releasing a product or service to the market 1-2+ years working cross functionally to bring a product or service to market. a course or certificate in product management such as pragmatic marketing, general assembly, design thinking etc. is comfortable modeling and analysing data to conceptualize, articulate and define user problems and product requirements. experience in agile/ scrum for the delivery of value to customers. strong results orientation – ability to overcome obstacles to achieve goals. strong analytical and data driven approach to defining product requirements. experience with collaborating with users and internal stakeholders in problem discovery. excellent organizational skills and even better time-management skills. to help you learn and grow some of the perks in this role are: mentorship and support to learn and grow. meaningful projects that you drive and own. help solve current challenges. social and networking opportunities. learning opportunities with function point’s leadership team. the opportunity to present your projects to stakeholders. we are happy, hungry & humble: happy:   we are happy to come to work, excited about going home. hungry  : we are hungry to learn, to grow and to succeed with our goals. humble:   we are generous with our time and recognize that there is always more to learn do you picture yourself in this environment? all set to apply? introduce yourself but telling us why this opportunity of junior/associate product manager will fit your ambitions and how you can make a contribution to the future growth of our business and attache your resume highlighting your achievements. must be eligible to work in canada your inquiry is in complete confidence job type: full-time job type: full-time   30+ days ago     -   save job"
133,Senior Business Analyst,Canadian Western Bank," canadian western bank      29 reviews  -    position senior business analyst  cwb financial group company cwb financial group  posting # #299/18  location information services  city, province vancouver (cambie street) , bc  classification full time  closing date 22-mar-2018   integrity. accountability. respect. common sense. caring.  cwb financial group (cwb) is not your typical bank – we take a deeply personalized approach to our business and in our core values. taking the time to understand our clients’ goals and aspirations allows us to use a full-picture view in the type of support, guidance and service needed to help them cultivate a successful financial future.  we are seeking a senior business analyst to be responsible for discovering, synthesizing, and analyzing information from a variety of sources within an enterprise, including tools, processes, documentation, and stakeholders. this will mean understanding business change needs, assessing the business impact of those changes, capturing, analyzing and documenting requirements and supporting the communication and delivery of requirements with relevant stakeholders. as a member of the is department, this individual will business elicit the actual needs of stakeholders which frequently involves investigating and clarifying their expressed desires—in order to determine underlying issues and causes.  do you have experience leading teams? have you focused on leading internal objectives and mentoring others? this is an opportunity to play a role in aligning the designed and delivered solutions with the needs of the stakeholders with cwb.   be what you want to be – with cwb financial group.  here is a glimpse into what your career could look like with us!   how you’ll spend your time:  conduct value realization analysis from all is capabilities, assets, and investments. assist and aid assigned business departments in defining their priorities and manage their service expectations. consult and assist in the development of client/application related service level agreements (sla). act as the liaison between business and technology staff, providing the business perspective in the analysis and design of solutions. elicit business rules, business requirements, data requirements, workflows and supporting business processes. serve as a ‘trusted advisor’ in successfully implementing and using technology for its intended purpose, leveraging its full potential. analyze business processes, gather data and document requirements, following established standards and best practices. assess stakeholder impacts brought about by changes or new business processes and assist in change management activities. trace and validate requirements with appropriate stakeholders to ensure accuracy of documentation, obtaining necessary sign-off from business owner. define the specific list of business analysis deliverables that covers the scope of the project, identifying the stakeholders who will be part of the creation and validation of each deliverable. contribute to successful project completion within scope and on time by working with the project manager to manage changes to business requirements and provide project coordination as necessary. provide consultative advice during testing of business functionalities. mentor, coach and lead team meetings with other members of the ba group. assisting the senior manager with interviewing and recruitment activities as needed. coordinate user acceptance testing (uat) and perform qa tasks as necessary. assist the business stakeholders with the development of business cases and/or project opportunities. ensure documentation is appropriately maintained and is accessible to relevant stakeholders, project team and colleagues. ensure technology related issues are identified, tracked, reported on and resolved in a timely manner. participate in post-project implementation reviews or ‘lessons learned’, incorporating these lessons into ba processes and templates. this career may be for you if:  you possess a post-secondary education in computer science, information systems, business administration, related field or have equivalent experience. you hold an iiba endorsed certification in business analysis or are enrolled toward such designation is strongly preferred but combination of experience and education is considered. you have 7-9 years’ of hands-on business analysis working experience with demonstrated ability to apply business analysis techniques to the tasks involved in complex projects or initiatives; ideally with financial/banking sector experience. you have a deep practical-level understanding of the systems, services, products and processes of the organization. you specialize in bringing change to organizations through the analysis, design and implementation of the business processes; experience with process modeling, analysis and design tools and business process management automation. you’re skilled in identifying impacts and linkages to the business strategies, organization and its people, data and systems, business policies and business rules. you use business process techniques that enable successful implementation of business process changes in order to solve problems or exploit opportunities. you have the ability and willingness to constructively question processes, and to learn and implement new concepts for improved operations. you’re able to identify critical driving forces of process, data, people and technology at the highest levels. you have outstanding analytical thinking and problem solving skills to analyze problems and opportunities effectively identify which changes may deliver the most value and work with stakeholders to understand the impact of those changes. you have strong interaction skills to support stakeholders in making decisions to resolve a problem, exchange ideas or reach an agreement regarding priorities. you’re an effective communicator with the ability to understand, possess the same understanding of the information being communicated no matter the delivery method. you’re able to multi-task and contribute to more than one project at a time. what you will get from us:  the opportunity to make a difference - our culture thrives on idea-sharing, collaboration and the ability to create impact rewarding, enterprising and engaging atmosphere where you will be able to see your contributions at work. understanding balance: we know our people have places to go, people to see and good times to have when they’re not at work and we support that. an award-winning benefits packages that includes 100% company-funded health coverage (dental, vision and prescriptions), health care spending account, a flexible wellness program and cwbalance day (extra day off with pay!). company ownership: every employee has the opportunity to be an owner with our employee share purchase plan (espp). our commitment to your success and development: on-going career conversations and personalized professional growth opportunities. competitive salary and pay for performance incentives. continual learning opportunities and professional development training to grow your talent and realize your aspirations and potential. diversity:  cwb financial group is an equal opportunity employer. we are motivated by the new perspectives diversity can bring to our workforce. inclusion and advocacy for a diverse organization can bring excellence at all levels of our business. regardless of race, religion, color, gender, sexual orientation, age, disability or any other factors unrelated to job performance, we are looking for difference makers. we are committed to providing equitable treatment to all employees and job applicants.   10 days ago     -   save job"
134,Senior Business Analyst,PHSA," phsa      48 reviews  -    bc children's hospital (bcch) cares for the province's most acutely ill or injured children and youth, provides developmental and rehabilitation services to children and youth throughout bc, and offers a broad range of health services. sunny hill health centre for children (shhc), a leading provincial facility offering specialized services to children and youth with developmental disabilities from birth to age 19, works collaboratively with bcch. shhc focuses on the child and their family while supporting health care professionals in their community. bcch also operates a wide number of specialized health programs, is a leading acute care teaching facility, and conducts research to advance health and care through the bc children’s hospital research institute and in partnership with the university of british columbia. bc women’s hospital & health centre (bcw) is the only facility in british columbia devoted primarily to the health of women, newborns and families. it provides a broad range of specialized women’s health services that address the health needs of women of all ages and backgrounds. bc women’s is one of the largest maternity facilities in canada, with over 7,000 births a year, and is both the major primary and secondary maternity services provider in the lower mainland and the cornerstone of the provincial tertiary care system. as an academic health centre bcw’s mandate includes providing strong leadership in research and the education and professional development of health care professionals in areas related to the health of the populations we serve. bcch and bcw are agencies of the provincial health services authority (phsa) which plans, manages and evaluates specialty and province-wide health care services across bc. phsa embodies values that reflect a commitment to excellence. these include: • respect people • be compassionate • dare to innovate • cultivate partnerships • serve with purpose. senior business analyst regular full time (3 positions) teck acute care centre 4500 oak street vancouver, bc the senior business analyst (sba) is responsible for providing technical leadership for the clinical and business systems at the c&w teck acute care centre (teck acc). the sba leads the analysis and documentation of business requirements and gaps between business and/or clinical requirements and software features and functions. leads or assists with the development and maintenance of systems including systems that are co-maintained between phsa and the tech acc’s p3partner (affinity/cwhfm). the sba drafts and maintains project plans for application projects. the position provides project management support for all phases of assigned systems development and implementation projects. in addition to providing hand-on application support, the senior business analyst provides guidance and work direction to team members.  key duties/accountabilities: provides strategic planning support and change management services by leading and performing feasibility studies, workload efficiency analyses, using formal data gathering techniques and analyzing, designing and implementing appropriate information systems. this includes identifying system deficiencies, user department operational inefficiencies and ways of improving business efficiency functions. provides support for application maintenance, modification and enhancement through programming, database development, report writing and problem solving. analyses system performance and provides recommendations for the development of capacity plans for assigned applications. conducts analysis related to data conversion routines and system interfaces for assigned applications. supports operational requirements by assembling, creating and maintaining the required set of information systems technical and operational documentation, according to departmental standards. drafts requests for information/proposal, develops evaluation processes and tools, and evaluates vendor responses. coordinates and implements applications by ensuring documentation, writing and testing of applications and verifying that programs are functional and consistent with specifications.  qualifications: a level of education, training, and experience equivalent to a bachelor’s degree in engineering, information systems, computer science, or a related discipline, plus a minimum of five (5) years recent related experience which includes information systems implementation. working knowledge of patient team call, vocera and various reporting/analytical tools. demonstrated understanding of the systems development life cycle. demonstrated experience organizing and writing application related documentation and proposals. demonstrated ability to provide leadership in a team environment. ability to work effectively as part of a team. excellent interpersonal, oral and written communication skills with the ability to communicate complex ideas in simple terminology. ability to understand and clearly relate technical information and principals of operation to other members of the organization. ability to analyze operational problems and recommend innovative solutions, demonstrating time management skills. proven ability to plan and execute complex projects with stringent budgets and timelines. mainstream project planning software/tools experience preferred. we invite you to apply by clicking the ""apply online now"" button where you can register for the first time or enter your username and password in order to re-access your profile on our system. applications will be accepted until this position has been filled for more information on all that the phsa has to offer, please visit: http://jobs.phsa.ca for more information about the agency that you are interested in, please visit the website at: www.bcchildrens.ca or www.bcwomens.ca phsa is committed to employment equity and hires on the basis of merit. we encourage applications from all qualified individuals, including aboriginal peoples, persons with disabilities and members of visible minorities   provincial health services authority  -  30+ days ago     -   save job"
135,Business Analyst / Technical Writer - Vancouver,Esri Canada," esri canada      77 reviews  -    esri canada has an exciting professional opportunity for an experienced business analyst / technical writer focusing on property assessment software and solutions. based out of esri canada’s regional office in vancouver, you will combine business analysis and technical communication skills to contribute to a team building a spatial data management product for property mass appraisal. the role will contribute to the ongoing business operations of the company by effectively providing professional analysis, documentation, and training services for software development and consulting projects.  this role provides an excellent opportunity to work on developing and delivering leading edge products with esri canada as part of the growing property assessment division. this position reports to the manager of product development.   responsibilities include:  facilitate customer interviews and workshops for requirements analysis   analyze software product requirements for completeness and accuracy   communicate user needs and priorities to the product development team and validate deliverables with each iteration   create and maintain content for software product user manuals, online help and training materials   provide feedback and suggestion on documentation tools   develop processes for authoring and maintaining software product training, and support documentation   use standard tools, develop guidelines and templates to ensure consistency in on-screen and written material   coordinate and perform in-depth tests, including end-user reviews, for modified and new processes and implementation support   contribute to the implementation and testing of software product localization   assist in the development of training plans, create training syllabus and training materials as required for online and in classroom delivery   deliver end user training   support the development of software product release notes   produce status and consulting reports as required   specific skill requirements:  college diploma or university degree in the field of business administration, computer science, engineering, or equivalent   diploma or equivalent experience in training & technical writing   proven experience with business and technical requirements analysis, business process modeling/mapping, methodology development, and data modeling   demonstrated ability to complete technical studies and to develop and present recommendations and reports   experience in managing client relationships   experience in facilitating discussions and leading workshops   3+ years of experience developing online help, user manuals and technical documentation for software products   competencies in the following are essential:  excellent customer focus   excellent communications skills   strong interpersonal skills / relationship building   excellent analytical, problem-solving and decision-making skills   time management / multi-tasking ability   team player with a track record for meeting deadlines   considered as assets for this position are the following:  experience working closely with a software product development team using an iterative development methodology   experience in saas product documentation   experience with geographic information systems and/or property tax appraisal software   a background or exposure to the property (land and buildings) assessment industry   experience working with large government organizations   experience as a software product trainer   if your background fits our requirements, please apply by submitting your resume and the cover letter.   2 days ago     -   save job"
136,Business Support Analyst Implementation,Providence Health Care," providence health care      55 reviews  -    reporting to the designated manager/director, the business analyst is an integral member of the team providing guidance to senior staff to determine requirements for new health informatics initiatives, including performance measurement and reporting, and program development. through knowledge of the health system, the business support analyst documents and analyzes processes, gathers requirements, performs best practice reviews, gathers data to support, prioritize and align business case development and requests, and performs current state assessments and gap analysis on initiatives. the business support analyst liaises with a broad spectrum of clinical, it and business stakeholders and leaders to assist in translating technical issues into a single, shared and realistic vision. skills superior analytical skills , documentation, workflows, including the ability to comprehend, analyze and resolve complex issues. highly developed business writing and verbal communication skills with the ability to document work appropriately. knowledge of project structures; business case development; documentation of workflows; health care setting and analytical tools. demonstrable skills handling change requests, impacts, and tracking tasks, actions, risks, issues and impacts. resourceful; well-organized; systematic analysis; strategic thinking; critical thinking; attention to detail; leadership and management skills. technical writing experience is considered an asset. knowledge of information technology applications and outcomes achieved through new platforms demonstrated ability to exercise good judgment and initiative, deal with frequent changes; make decisions for a wide variety of complex business matters. demonstrated ability to use database, spreadsheet and word processing software at an advanced level. physical ability to perform the duties of the job.  education bachelor’s degree in business administration, clinical informatics or related discipline, plus a minimum of five (5) years’ recent, related experience in health care or information management, or an equivalent combination of education, training and experience. master’s degree preferred.  duties liaises with stakeholders to understand project structures, policies, workflows, requirements and operations to identify, model and document business, process, and data requirements acts as an advisor to the team(s) by assessing project risks, identifying risk mitigation strategies and opportunities and monitoring risk throughout the life cycle of the project. recommends solutions to achieve goals and outcomes. supports testing; the development of implementation materials; and process definition and design. translates technical issues and architectural complexities in a manner that assists project stakeholders in understanding issues more clearly. works with project stakeholders to test and validate requirements and analysis models by various methods such as reviews, walkthroughs, etc. as appropriate. may assist in writing user acceptance test cases and liaise between project stakeholders and testing groups. provides project management support to coordinate and monitor the project and key deliverables. interacts with stakeholders at all levels, receives input, and prepares reports for all levels of governance and stakeholders. performs other related duties as assigned.   3 days ago     -   save job"
137,CST Business Support Analyst,Vancouver Coastal Health," vancouver coastal health      52 reviews  -    the clinical & systems transformation (cst) project is one of the largest health care projects in british columbia's history. it is a joint undertaking between vancouver coastal health, the provincial health services authority and providence health care to complete a significant transformation of clinical practices and systems. this is an exciting initiative that will deliver key benefits for our patients, health care providers and health organizations.  reporting to the designated manager/director, the applications provisioning analyst is an integral member of the team that plays an integral role in providing employees, providers, students/residents and contractors with the access they need to use cst applications. provides guidance to senior staff to determine requirements for new health informatics initiatives, including performance measurement and reporting, and program development. through knowledge of the health system, the business support analyst documents and analyzes processes, gathers requirements, performs best practice reviews, gathers data to support, prioritize and align business case development and requests, and performs current state assessments and gap analysis on initiatives. the business support analyst liaises with a broad spectrum of clinical, it and business stakeholders and leaders to assist in translating technical issues into a single, shared and realistic vision.   qualifications and expertise:  qualifications: bachelor’s degree in business administration, clinical informatics or related discipline, plus a minimum of five (5) years’ recent, related experience in health care or information management. master’s degree preferred. expertise: superior analytical skills , documentation, workflows, including the ability to comprehend, analyze and resolve complex issues. experience with microsoft project experience in dynamic scheduling an asset experience in project management is an asset highly developed business writing and verbal communication skills with the ability to document work appropriately and present information in concise meaningful ways. knowledge of project structures; business case development; documentation of workflows; health care setting and analytical tools. demonstrable skills planning scope, handling change requests, impacts, and tracking tasks, actions, risks, issues and impacts. resourceful; well-organized; systematic analysis; strategic thinking; critical thinking; attention to detail; leadership and management skills. technical writing experience is considered an asset. knowledge of information technology applications and outcomes achieved through new platforms demonstrated ability to exercise good judgment and initiative, deal with frequent changes; make decisions for a wide variety of complex business matters. demonstrated ability to use database, spreadsheet and word processing software at an advanced level. physical ability to perform the duties of the job.  to apply: qualified applicants only please submit a resume and covering letter quoting competition # 101566-kco.  please note: successful applicants may be required to complete a criminal records review check. hours of work may vary due to project requirements. only short-listed applicants will be contacted for this posting.  employees of vch must apply via the  internal application process . refer to the  staffpostings.vch.ca  site for  how to apply  instructions. current vch employees who apply to this posting using this external site will be considered as an external candidate. seniority will not apply.***  thank you for your interest in vancouver coastal health.   30+ days ago     -   save job"
138,Business Analyst – Project Delivery Support – CST,Vancouver Coastal Health," vancouver coastal health      52 reviews  -    the clinical & systems transformation (cst) project is one of the largest health care projects in british columbia's history. it is a joint undertaking between vancouver coastal health, the provincial health services authority and providence health care to complete a significant transformation of clinical practices and systems. this is an exciting initiative that will deliver key benefits for our patients, health care providers and health organizations.  reporting to the designated manager/director, the business analyst is an integral member of the team providing guidance to senior staff to determine requirements for new health informatics initiatives, including performance measurement and reporting, and program development. through knowledge of the health system, the business support analyst documents and analyzes processes, gathers requirements, performs best practice reviews, gathers data to support, prioritize and align business case development and requests, and performs current state assessments and gap analysis on initiatives. this role is focused on project planning and scheduling. the business support analyst liaises with a broad spectrum of clinical, it and business stakeholders and leaders to assist in translating technical issues into a single, shared and realistic vision.  qualifications and expertise:  qualifications:  bachelor’s degree in business administration, clinical informatics or related discipline, plus a minimum of five (5) years’ recent, related experience in health care or information management, or an equivalent combination of education, training and experience. master’s degree preferred.  expertise:  superior analytical skills , documentation, workflows, including the ability to comprehend, analyze and resolve complex issues. highly developed business writing and verbal communication skills with the ability to document work appropriately. knowledge of project structures; business case development; documentation of workflows; health care setting and analytical tools. demonstrable skills handling change requests, impacts, and tracking tasks, actions, risks, issues and impacts. resourceful; well-organized; systematic analysis; strategic thinking; critical thinking; attention to detail; leadership and management skills. technical writing experience is considered an asset. demonstrated ability to use database, spreadsheet and word processing software at an advanced level. physical ability to perform the duties of the job.  to apply: qualified applicants only please submit a resume and covering letter quoting competition # 101181-kco. please note: successful applicants may be required to complete a criminal records review check. hours of work may vary due to project requirements. only short-listed applicants will be contacted for this posting.  employees of vch must apply via the  internal application process . refer to the  staffpostings.vch.ca  site for  how to apply  instructions. current vch employees who apply to this posting using this external site will be considered as an external candidate. seniority will not apply.***  thank you for your interest in vancouver coastal health.   30+ days ago     -   save job"
